taz_id,ep_present
1,0
2,1
3,1
4,1
5,1
6,1
7,0
8,1
9,1
10,1
11,1
12,0
13,0
14,0
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,0
26,1
27,1
28,1
29,0
30,1
31,0
32,1
33,0
34,0
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,0
73,0
74,1
75,1
76,1
77,1
78,0
79,1
80,1
81,1
82,1
83,1
84,0
85,0
86,0
87,0
88,0
89,0
90,1
91,1
92,0
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,0
108,0
109,0
110,0
111,1
112,1
113,0
114,1
115,1
116,0
117,1
118,1
119,1
120,1
121,0
122,0
123,1
124,0
125,0
126,0
127,1
128,1
129,1
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,1
157,1
158,0
159,0
160,0
161,0
162,0
163,1
164,0
165,0
166,0
167,0
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,0
176,0
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,1
198,1
199,1
200,1
201,0
202,0
203,0
204,0
205,0
206,0
207,1
208,1
209,0
210,0
211,0
212,0
213,1
214,1
215,0
216,1
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,1
227,1
228,0
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,1
248,1
249,1
250,1
251,0
252,1
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,1
269,1
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,1
280,1
281,0
282,0
283,0
284,1
285,1
286,1
287,1
288,0
289,0
290,0
291,0
292,1
293,1
294,1
295,0
296,0
297,0
298,0
299,1
300,0
301,0
302,1
303,1
304,1
305,1
306,0
307,1
308,1
309,0
310,0
311,0
312,0
313,0
314,0
315,1
316,0
317,1
318,0
319,1
320,1
321,0
322,1
323,1
324,0
325,0
326,0
327,0
328,1
329,0
330,1
331,1
332,0
333,1
334,1
335,0
336,0
337,1
338,1
339,1
340,0
341,1
342,1
343,1
344,1
345,0
346,1
347,0
348,0
349,0
350,0
351,0
352,0
353,1
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,0
370,0
371,1
372,0
373,1
374,1
375,1
376,1
377,0
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,1
396,0
397,0
398,0
399,0
400,1
401,1
402,0
403,0
404,0
405,0
406,0
407,1
408,0
409,1
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,1
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,1
426,1
427,1
428,0
429,0
430,1
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,1
458,1
459,1
460,0
461,1
462,0
463,1
464,1
465,1
466,1
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,0
482,1
483,1
484,1
485,1
486,0
487,1
488,1
489,1
490,1
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,1
503,0
504,0
505,1
506,0
507,1
508,0
509,1
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,1
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,1
538,0
539,1
540,1
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,1
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,1
584,1
585,0
586,1
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,1
599,1
600,1
601,0
602,1
603,1
604,0
605,1
606,1
607,1
608,1
609,0
610,0
611,0
612,0
613,0
614,1
615,1
616,1
617,1
618,1
619,1
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,1
647,1
648,1
649,0
650,0
651,0
652,0
653,1
654,1
655,0
656,0
657,0
658,0
659,0
660,0
661,1
662,1
663,1
664,1
665,1
666,0
667,0
668,0
669,0
670,0
671,0
672,1
673,0
674,1
675,0
676,1
677,1
678,0
679,0
680,0
681,0
682,0
683,0
684,1
685,1
686,0
687,1
688,1
689,1
690,0
691,1
692,1
693,1
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,1
704,1
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,1
717,1
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,1
732,0
733,0
734,1
735,1
736,0
737,1
738,0
739,0
740,0
741,0
742,1
743,1
744,1
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,1
759,1
760,0
761,0
762,0
763,0
764,0
765,1
766,1
767,1
768,1
769,1
770,1
771,0
772,1
773,1
774,1
775,0
776,0
777,1
778,0
779,1
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,1
789,1
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,1
798,1
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,1
831,1
832,0
833,0
834,0
835,0
836,1
837,1
838,1
839,0
840,0
841,0
842,0
843,0
844,0
845,1
846,1
847,1
848,0
849,1
850,1
851,1
852,1
853,1
854,1
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,1
879,1
880,1
881,0
882,1
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,1
911,0
912,0
913,0
914,0
915,1
916,1
917,1
918,1
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,1
949,0
950,0
951,1
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,1
1056,0
1057,1
1058,1
1059,0
1060,0
1061,1
1062,1
1063,0
1064,0
1065,0
1066,0
1067,1
1068,0
1069,0
1070,0
1071,0
1072,1
1073,0
1074,0
1075,0
1076,0
1077,0
1078,1
1079,1
1080,1
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,1
1090,0
1091,0
1092,0
1093,1
1094,0
1095,1
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,1
1109,0
1110,0
1111,1
1112,0
1113,0
1114,1
1115,1
1116,1
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,1
1136,0
1137,0
1138,1
1139,1
1140,0
1141,1
1142,1
1143,1
1144,0
1145,1
1146,1
1147,1
1148,1
1149,0
1150,0
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,0
1158,1
1159,1
1160,1
1161,1
1162,0
1163,1
1164,1
1165,1
1166,0
1167,1
1168,1
1169,1
1170,1
1171,1
1172,0
1173,1
1174,1
1175,1
1176,1
1177,1
1178,0
1179,0
1180,1
1181,1
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,1
1191,0
1192,0
1193,1
1194,0
1195,1
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,1
1210,1
1211,1
1212,1
1213,0
1214,0
1215,0
1216,0
1217,1
1218,1
1219,0
1220,1
1221,0
1222,1
1223,0
1224,1
1225,0
1226,0
1227,1
1228,0
1229,0
1230,0
1231,0
1232,1
1233,0
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,0
1242,0
1243,1
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,1
1253,0
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1265,0
1266,1
1267,0
1268,0
1269,1
1270,1
1271,1
1272,1
1273,1
1274,0
1275,0
1276,0
1277,1
1278,0
1279,1
1280,1
1281,1
1282,1
1283,1
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1364,0
1365,1
1366,1
1367,0
1368,0
1369,0
1370,0
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0
1381,0
1382,1
1383,0
1384,1
1385,1
1386,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,1
1426,0
1427,0
1428,1
1429,0
1430,0
1431,0
1432,1
1433,1
1434,1
1435,1
1436,0
1437,0
1438,0
1439,1
1440,1
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,1
1456,1
1457,1
1458,1
1459,0
1460,0
1461,1
1462,1
1463,0
1464,1
1465,1
1466,0
1467,0
1468,0
1469,0
1470,1
1471,0
1472,0
1473,0
1474,0
1475,0
1476,1
1477,0
1478,1
1479,1
1480,1
1481,1
1482,0
1483,1
1484,0
1485,1
1486,1
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,1
1495,0
1496,0
1497,0
1498,1
1499,1
1500,0
1501,0
1502,0
1503,0
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,0
1525,0
1526,0
1527,0
1528,1
1529,1
1530,1
1531,1
1532,1
1533,0
1534,0
1535,1
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,1
1546,1
1547,0
1548,1
1549,1
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,1
1559,1
1560,1
1561,1
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,1
1570,0
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,1
1588,1
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,1
1608,1
1609,0
1610,1
1611,1
1612,1
1613,0
1614,1
1615,0
1616,0
1617,0
1618,0
1619,1
1620,1
1621,0
1622,0
1623,0
1624,0
1625,0
1626,1
1627,1
1628,0
1629,0
1630,0
1631,1
1632,0
1633,1
1634,1
1635,0
1636,1
1637,0
1638,0
1639,1
1640,0
1641,1
1642,1
1643,0
1644,0
1645,1
1646,1
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,1
1654,0
1655,0
1656,0
1657,0
1658,0
1659,1
1660,0
1661,0
1662,0
1663,0
1664,0
1665,1
1666,1
1667,1
1668,0
1669,1
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,1
1679,0
1680,1
1681,1
1682,1
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,1
1693,1
1694,0
1695,0
1696,0
1697,1
1698,1
1699,0
1700,1
1701,1
1702,1
1703,0
1728,0
1729,0
1730,0
1731,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,1
1798,1
1799,0
1800,0
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,1
1808,1
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,1
1824,0
1825,0
1826,0
1827,0
1828,1
1829,0
1830,1
1831,1
1832,0
1833,1
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,1
1855,1
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,1
1865,0
1866,0
1867,1
1868,0
1869,1
1870,1
1871,1
1872,1
1883,0
1884,1
1885,0
1886,0
1887,0
1888,1
1889,1
1890,0
1891,0
1892,0
1902,1
1903,0
1904,1
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,1
1917,0
1918,0
1919,1
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,1
1933,0
1934,1
1935,0
1936,1
1937,0
1938,0
1939,0
1940,1
1941,1
1942,1
1943,1
1944,1
1945,0
1946,0
2190,0
2191,1
2192,1
2193,1
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2225,0
2226,0
2227,0
2248,1
2249,0
2250,0
2251,0
2252,1
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,1
2271,1
2272,0
2273,0
2274,1
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,1
2300,0
2301,0
2341,0
2342,0
2343,1
2344,0
2345,1
2346,0
2347,0
2348,0
2349,1
2350,1
2351,1
2352,1
2353,0
2354,0
2355,1
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,1
2365,1
2366,1
2367,1
2368,0
2369,0
2370,0
2371,0
2372,0
2373,1
2374,1
2375,1
2376,1
2377,1
2378,0
2379,0
2380,0
2381,0
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,1
2389,0
2390,0
2391,1
2392,0
2393,0
2394,0
2395,0
2396,0
2417,0
2418,0
2419,1
2420,0
2421,0
2422,1
2423,0
2424,0
2425,0
2456,0
2457,0
2458,0
2459,0
2460,0
2461,0
2462,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,1
2642,1
2643,0
2644,0
2645,0
